uid_number,from,to,type,knowledgeLevel,ecosystemContext,reportedIn,taxonAttribute,conditions
1261,133,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1262,134,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1263,135,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1264,136,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1265,137,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1266,138,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1267,139,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1268,140,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1269,141,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1270,142,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1271,143,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1272,144,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1273,145,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1274,146,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1275,147,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1276,148,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1277,149,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1278,150,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1279,151,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1280,152,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1281,153,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1282,154,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1283,155,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1284,156,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1285,157,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1286,158,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1287,159,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1288,160,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1289,161,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1290,162,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1291,163,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1292,164,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1293,165,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1294,166,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1295,167,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1296,168,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1297,169,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1298,170,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1299,171,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1300,172,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1301,173,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1302,174,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1303,175,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1304,176,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1305,177,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1306,178,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1307,179,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1308,180,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1309,181,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1310,182,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1311,183,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1312,184,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1313,185,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1314,186,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1315,187,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1316,188,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1317,189,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1318,190,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1319,191,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1320,192,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1321,193,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1322,194,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1323,195,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1324,196,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1325,197,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1326,198,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1327,199,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1328,200,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1329,201,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1330,202,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1331,203,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1332,204,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1333,205,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1334,206,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1335,207,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1336,208,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1337,209,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1338,210,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1339,211,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1340,212,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1341,213,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1342,214,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1343,215,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1344,216,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1345,217,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1346,218,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1347,219,104,POSITIVELY_CORRELATED_WITH,observation,Annual croplands,10.1111/rec.12987,Abundance,
1348,220,221,DESCRIBES_OUTCOME_OF,,Sown pastures and fields,10.1016/j.rama.2019.07.003,,
1349,221,223,POSITIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,,
1350,221,224,POSITIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,,
1351,221,226,POSITIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,,
1352,221,229,POSITIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,,
1353,221,230,POSITIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,,
1354,221,231,POSITIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,,
1355,221,222,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,,
1356,221,228,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,,
1357,221,235,POSITIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1358,221,237,POSITIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1359,221,241,POSITIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1360,221,232,POSITIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1361,221,238,POSITIVELY_ASSOCIATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,Vigor,
1362,237,232,INVERSELY_CORRELATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1363,237,235,INVERSELY_CORRELATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1364,224,235,POSITIVELY_CORRELATED_WITH,statistical_association,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1365,221,232,POSITIVELY_CORRELATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Aboveground Biomass,
1366,221,233,POSITIVELY_CORRELATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Aboveground Biomass,
1367,221,234,POSITIVELY_CORRELATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Aboveground Biomass,
1368,221,235,POSITIVELY_CORRELATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Aboveground Biomass,
1369,221,236,POSITIVELY_CORRELATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Aboveground Biomass,
1370,221,237,POSITIVELY_CORRELATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Aboveground Biomass,
1371,221,238,POSITIVELY_CORRELATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Aboveground Biomass,
1372,221,239,POSITIVELY_CORRELATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Aboveground Biomass,
1373,221,240,POSITIVELY_CORRELATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Aboveground Biomass,
1374,221,241,POSITIVELY_CORRELATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Aboveground Biomass,
1375,221,242,POSITIVELY_CORRELATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Aboveground Biomass,
1376,221,233,POSITIVELY_ASSOCIATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1377,221,234,POSITIVELY_ASSOCIATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1378,221,236,POSITIVELY_ASSOCIATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1379,221,239,POSITIVELY_ASSOCIATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1380,221,240,POSITIVELY_ASSOCIATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1381,221,242,POSITIVELY_ASSOCIATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1382,221,243,POSITIVELY_ASSOCIATED_WITH,observation,Sown pastures and fields,10.1016/j.rama.2019.07.003,Percent Cover ,
1383,255,256,DESCRIBES_OUTCOME_OF,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1384,255,257,DESCRIBES_OUTCOME_OF,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1385,255,258,DESCRIBES_OUTCOME_OF,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1386,256,224,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1387,257,224,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1388,258,224,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1389,256,261,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1390,257,261,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1391,258,261,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1392,256,264,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1393,257,264,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1394,258,264,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1395,264,261,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1396,262,256,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1397,262,257,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1398,262,258,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,,
1399,257,267,POSITIVELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1400,258,266,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1401,258,257,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1402,257,267,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1403,257,268,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1404,257,233,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1405,257,270,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1406,256,266,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1407,256,267,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1408,256,268,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1409,256,233,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1410,256,270,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1411,256,271,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1412,256,272,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1413,256,273,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1414,256,274,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1415,256,275,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1416,256,276,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1417,256,277,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1418,256,278,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1419,256,279,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1420,256,280,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1421,256,281,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1422,256,282,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1423,256,283,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1424,257,266,POSITIVELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1425,257,263,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1007/s10531-017-1456-z,Abundance ,
1426,284,285,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1427,284,102,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1428,284,286,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1429,284,287,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1430,284,288,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1431,284,289,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1432,284,290,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1433,284,291,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1434,284,292,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1435,284,293,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1436,284,294,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1437,284,295,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1438,284,296,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1439,284,297,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1440,284,298,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1441,284,299,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1442,284,300,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1443,284,301,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1444,284,302,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1445,303,285,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1446,303,286,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1447,303,287,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1448,303,288,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1449,303,289,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1450,303,290,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1451,303,291,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1452,303,292,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1453,303,293,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1454,303,294,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1455,303,295,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1456,303,296,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1457,304,297,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1458,304,298,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1459,304,299,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1460,304,300,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1461,304,301,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1462,304,302,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1463,305,285,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1464,305,291,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1465,305,290,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1466,305,296,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1467,305,302,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1468,305,287,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1469,305,293,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1470,305,299,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1471,306,285,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1472,306,289,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1473,306,295,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1474,306,301,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1475,306,288,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1476,306,294,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1477,306,300,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1478,307,291,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1479,307,292,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1480,307,293,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1481,307,294,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1482,307,295,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1483,307,296,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1484,307,287,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1485,307,299,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1486,307,290,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1487,307,302,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1488,308,285,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1489,308,290,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1490,308,287,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1491,308,302,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
