uid_number,name,Node type,articleStudyCoords,articleDOI,processEcosystemOrigin,processEcosystemTarget,processWikidataID,processCURIE,taxonCommonName,taxonAttribute,taxonWikidataID,taxonCURIE,variableWikidataID,variableCURIE
401,Sphecodes atlantis,Taxon,,,,,,,Atlantic cuckoo sweat bee,Abundance,Q1915104,,,
403,Sphecodes ranunculi,Taxon,,,,,,,Buttercup cuckoo sweat bee,Abundance,Q2049911,NCBITaxon:115087,,
405,Anthidium manicatum,Taxon,,,,,,,European wool carder bee,Abundance,Q1413325,NCBITaxon:473950,,
406,Anthidium oblongatum,Taxon,,,,,,,Oblong woolcarder bee,Abundance,Q15729877,NCBITaxon:156282,,
407,Chelostoma rapunculi,Taxon,,,,,,,Rampion scissor bee,Abundance,Q2589794,NCBITaxon:549059,,
408,Coelioxys octodentata,Taxon,,,,,,, Eight-toothed cuckoo leafcutter bee,Abundance,Q1957784,NCBITaxon:1879055,,
409,Coelioxys rufitarsis ,Taxon,,,,,,,Red-footed cuckoo leaf-cutter bee,Abundance,Q1926097,NCBITaxon:586899,,
410,Heriades leavitti,Taxon,,,,,,,Leavitt's armored-resin bee,Abundance,Q514411,NCBITaxon:1977931,,
411,Heriades variolosa,Taxon,,,,,,,Small resin bee,Abundance,Q49538191,NCBITaxon:1667513,,
413,Hoplitis producta,Taxon,,,,,,,Produced small-mason,Abundance,Q2145717,NCBITaxon:586903,,
414,Hoplitis spoliata ,Taxon,,,,,,,Wide-horned summer mason bee,Abundance,Q2185855,NCBITaxon:586904,,
415,Megachile brevis,Taxon,,,,,,,Short leafcutter bee,Abundance,Q2588892,NCBITaxon:1452476,,
417,Megachile centuncularis,Taxon,,,,,,,Patchwork leafcutter bee,Abundance,Q725259,NCBITaxon:586906,,
418,Megachile ericetorum,Taxon,,,,,,,Banded mud bee ,Abundance,Q919538,NCBITaxon:888504,,
419,Megachile frigida,Taxon,,,,,,,Frigid leafcutter bee,Abundance,Q2557148,NCBITaxon:586907,,
422,Megachile pugnata,Taxon,,,,,,,Pugnacious leafcutter bee,Abundance,Q1920035,NCBITaxon:156341,,
423,Megachile relativa,Taxon,,,,,,,Relative leafcutter bee ,Abundance,Q2180698,NCBITaxon:1667526,,
424,Megachile rotundata,Taxon,,,,,,,Alfalfa leafcutter bee,Abundance,Q431061,NCBITaxon:143995,,
425,Megachile texana,Taxon,,,,,,,Texas leafcutter bee,Abundance,Q2100391,NCBITaxon:1004199,,
427,Osmia conjuncta,Taxon,,,,,,,Eastern snail shell mason bee,Abundance,Q4581730,NCBITaxon:1404006,,
428,Osmia lignaria,Taxon,,,,,,,Blue orchard bee,Abundance,Q2243042,NCBITaxon:473952,,
430,Osmia simillima,Taxon,,,,,,,Similar mason bee,Abundance,Q2650514,NCBITaxon:586937,,
431,Stelis lateralis,Taxon,,,,,,,Laterally-marked cuckoo carder bee,Abundance,Q10821434,NCBITaxon:1352244,,
432,"Glyphosate, steam and cutting for non-native plant control in Alberta fescue grassland restoration",Article,"49.0459, -113.550",10.1111/avsc.12316,,,,,,,,,,
433,Cutting removal process,Process,,,Temperate alpine grasslands and shrublands,Temperate alpine grasslands and shrublands,,,,,,,,
434,Mechanical fauna control process ,Process,,,Temperate alpine grasslands and shrublands,Temperate alpine grasslands and shrublands,,,,,,,,
435,Herbicide application process,Process,,,Temperate alpine grasslands and shrublands,Temperate alpine grasslands and shrublands,,,,,,,,
436,Native Forb Percent Cover,Environmental variable,,,,,,,,,,,,
437,Native Grass % cover ,Environmental variable,,,,,,,,,,,,
438,Non-native Forb Percent Cover,Environmental variable,,,,,,,,,,,,
439,Non-native Grass % cover,Environmental variable,,,,,,,,,,,,
440,Physiological Score ,Environmental variable,,,,,,,,,,,,
441,Non-Native Species Richness ,Environmental variable,,,,,,,,,,,,
442,Non-Native Species Diversity,Environmental variable,,,,,,,,,,,,
443,Agropyron cristatum ,Taxon,,,,,,,Crested wheatgrass,Canopy Cover,Q578005,NCBITaxon:4593,,
444,Bromus inermis,Taxon,,,,,,,Smooth brome,Canopy Cover,Q159066,NCBITaxon:15371,,
445,Elymus repens,Taxon,,,,,,,Quackgrass,Canopy Cover,Q276262,NCBITaxon:52152,,
446,Poa compressa,Taxon,,,,,,,Canada bluegrass,Canopy Cover,Q159258,NCBITaxon:269373,,
448,Lepidium densiflorum ,Taxon,,,,,,,Peppergrass,Canopy Cover,Q149643,NCBITaxon:200329,,
449,Medicago lupulina,Taxon,,,,,,,Black medic ,Canopy Cover,Q157923,NCBITaxon:47085,,
450,Selective plant foraging and the top-downsuppression of native diversity in a restored prairie,Article,"43.3840, -80.3720",10.1111/1365-2664.12886,,,,,,,,,,
454,Rodent Density ,Environmental variable,,,,,,,,,,,,
455,Native Species Seed Consumption,Environmental variable,,,,,,,,,,,,
456,Oldfield Species Seed Consumption,Environmental variable,,,,,,,,,,,,
457,Rudbeckia hirta,Taxon,,,,,,,Black-eyed susan,Seed Abundance,Q2532820,NCBITaxon:52299,,
458,Elymus canadensis,Taxon,,,,,,,Canada wild rye,Seed Abundance,Q5368479,NCBITaxon:29675,,
459,Bromus kalmii ,Taxon,,,,,,,Kalm's brome,Seed Abundance,Q4973784,NCBITaxon:254131,,
460,Andropogon gerardi,Taxon,,,,,,,Big bluestem,Seed Abundance,Q663311,NCBITaxon:79824,,
461,Lespedeza capitata ,Taxon,,,,,,,Round-headed bushclover ,Seed Abundance,Q1950833,NCBITaxon:571920,,
462,Helianthus divaricatus,Taxon,,,,,,,Woodland sunflower,Seed Abundance,Q3129696,NCBITaxon:73285,,
463,Acer saccharum,Taxon,,,,,,,Sugar Maple,Seed Abundance,Q214733,NCBITaxon:4024,,
464,Oenothera biennis,Taxon,,,,,,,Common evening primrose,Seed Abundance,Q157353,NCBITaxon:3942,,
465,Liatris spicata,Taxon,,,,,,,Dense blazing star,Seed Abundance,Q1797975,NCBITaxon:886939,,
466,Poa palustris,Taxon,,,,,,,Fowl Bluegrass,Seed Abundance,Q161286,NCBITaxon:269377,,
467,Penstemon digitalis,Taxon,,,,,,,Foxglove beardtongue,Seed Abundance,Q2174621,NCBITaxon:265135,,
468,Sorghastrum nutans,Taxon,,,,,,,Indian grass,Seed Abundance,Q3046578,NCBITaxon:79857,,
469,Elymus virginiana,Taxon,,,,,,,Virginia wild rye,Seed Abundance,,,,
470,Schizachyrium scoparium,Taxon,,,,,,,Little bluestem,Seed Abundance,Q3013856,NCBITaxon:79855,,
471,Aster novae-angliae,Taxon,,,,,,,New England aster,Seed Abundance,Q21871639,,,
472,Desmodium canadense,Taxon,,,,,,,Showy tick-trefoil,Seed Abundance,Q5264638,NCBITaxon:932098,,
473,Panicum virgatum,Taxon,,,,,,,Switchgrass,Seed Abundance,Q1466543,NCBITaxon:38727,,
474,Monarda fistulosa,Taxon,,,,,,,Wild bergamot,Seed Abundance,Q1521039,NCBITaxon:39344,,
476,Solidago Canadensis ,Taxon,,,,,,,Canada goldenrod,Seed Abundance,Q254436,NCBITaxon:59297,,
477,Conyza canadensis ,Taxon,,,,,,,Horseweed,Seed Abundance,Q794305,,,
478,Long-term effects of prairie restoration on plant community structure and native population dynamics,Article,,10.1111/rec.12468,,,,,,,,,,
479,Mechanical fauna control process ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
480,Mowing ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
481,Herbicide application process,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
482,Glyphosate application process,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
483,Native Species Richness ,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
484,Native Species Establishment,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
485,Native Species Persistence ,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
486,Native Species Spread ,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
487,Exotic Grass Abundance ,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
489,Balsamorhiza deltoidea,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Deltoid balsamroot,Percent Cover,Q2881534,NCBITaxon:230198,,
490,Danthonia californica,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,California oatgrass,Percent Cover,Q5221219,NCBITaxon:65975,,
491,Eriophyllum lanatum,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Common woolly sunflower,Percent Cover,Q2592617,NCBITaxon:149425,,
492,Festuca roemeri,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Roemer's fescue,Percent Cover,Q17364157,NCBITaxon:368770,,
493,Lomatium spp.,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Biscuitroot,Percent Cover,Q9023584,NCBITaxon:38650,,
494,Plectritis congesta,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Shortspur seablus,Percent Cover,Q7204397,NCBITaxon:245828,,
495,Ranunculus occidentalis,Taxon,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,Western buttercup,Percent Cover,Q7293615,NCBITaxon:286952,,
496,Using Cattle Grazing to Restore a Rough Fescue Prairie Invaded by Kentucky Bluegrass,Article,"52.754344, − 106.106167",10.1016/j.rama.2016.10.008,,,,,,,,,,
497,Intensional grazing ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
498,Community Resisitence to invasive species,Environmental variable,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
502,Tallgrass prairie restoration: Implications of increased atmospheric nitrogen deposition when site preparation minimizes adventive grasses,Article,"42.6870,-80.4665",10.1111/rec.12156,,,,,,,,,,
506,Mean total percent cover,Environmental variable,,,,,,,,,,,,
507,Root Biomass ,Environmental variable,,,,,,,,,,,,
508,Plant Productivity ,Environmental variable,,,,,,,,,,,,
514,Artemisia campestris,Taxon,,,,,,,Field wormwood,Percent Cover ,Q783863,NCBITaxon:72337,,
515,Asclepias syriaca,Taxon,,,,,,,Common milkweed,Percent Cover ,Q158295,NCBITaxon:48545,,
516,Asclepias tuberosa,Taxon,,,,,,,Butterfly milkweed,Percent Cover ,Q311131,NCBITaxon:141466,,
517,Euthamia graminifolia,Taxon,,,,,,,Grass-leaved goldenrod,Percent Cover ,Q5414443,NCBITaxon:72935,,
518,Gnaphalium obtusifolium,Taxon,,,,,,,Rabbit Tobacco,Percent Cover ,Q21267523,NCBITaxon:1209488,,
519,Liatris cylindracea,Taxon,,,,,,,Cylindrical blazing-star ,Percent Cover ,Q6540308,NCBITaxon:301150,,
522,Pycnanthemum virginianum,Taxon,,,,,,,Virginia mountain mint ,Percent Cover ,Q7262902,NCBITaxon:392642,,
524,Solidago juncea,Taxon,,,,,,,Early goldenrod,Percent Cover ,Q7557957,NCBITaxon:330184,,
525,Solidago nemoralis,Taxon,,,,,,,Gray goldenrod,Percent Cover ,Q7557960,NCBITaxon:471149,,
526,Symphyotrichum ericoides,Taxon,,,,,,,White heath aster,Percent Cover ,Q7160573,NCBITaxon:481941,,
527,Symphyotrichum laeve,Taxon,,,,,,,Smooth blue aster,Percent Cover ,Q544417,NCBITaxon:691054,,
528,Symphyotrichum oolentangiense,Taxon,,,,,,,Sky-blue aster,Percent Cover ,Q15555426,NCBITaxon:2065954,,
529,Symphyotrichum pilosum,Taxon,,,,,,,Hairy white oldfield aster,Percent Cover ,Q743808,NCBITaxon:526934,,
530,Symphyotrichum urophyllum,Taxon,,,,,,,Arrowhead aster,Percent Cover ,Q15555396,NCBITaxon:526936,,
531,Ambrosia artemisiifolia,Taxon,,,,,,,Common ragweed,Percent Cover ,Q682164,NCBITaxon:4212,,
532,Arabidopsis lyrata,Taxon,,,,,,,Lyre-leaved rockcress,Percent Cover ,Q3206119,NCBITaxon:59689,,
534,Erigeron annuus,Taxon,,,,,,,Annual fleabane,Percent Cover ,Q849411,NCBITaxon:91248,,
535,Gnaphalium viscosum,Taxon,,,,,,,Winged cudweed,Percent Cover ,Q38773547,,,
536,Oxalis dillenii,Taxon,,,,,,,Slender yellow wood-sorrel,Percent Cover ,Q7218395,NCBITaxon:4035,,
537,Symphyotrichum lanceolatum,Taxon,,,,,,,Panicled aste,Percent Cover ,Q2868396,NCBITaxon:526931,,
539,Desmodium paniculatum,Taxon,,,,,,,Panicled tick-trefoil,Percent Cover ,Q5264642,NCBITaxon:343495,,
541,Lupinus perennis,Taxon,,,,,,,Sundial lupine ,Percent Cover ,Q2365593,NCBITaxon:53236,,
542,Equisetum arvense,Taxon,,,,,,,Horsetail,Percent Cover ,Q107592,NCBITaxon:3258,,
543,Anthemis cotula,Taxon,,,,,,,Stinking chamomile,Percent Cover ,Q571357,NCBITaxon:158220,,
544,Cerastium fontanum,Taxon,,,,,,,Mouse-ear chickweed,Percent Cover ,Q9311819,NCBITaxon:230722,,
545,Crepis capillaris,Taxon,,,,,,,Smooth hawksbeard,Percent Cover ,Q1697820,NCBITaxon:13465,,
546,Holosteum umbellatum,Taxon,,,,,,,Jagged chickweed,Percent Cover ,Q159201,NCBITaxon:325497,,
548,Veronica arvensis,Taxon,,,,,,,Corn speedwell,Percent Cover ,Q157903,NCBITaxon:46032,,
550,Do peat amendments to oil sands wet sediments affect Carex aquatilis biomass for reclamation success?,Article,"56.98, -111.506",10.1016/j.jenvman.2014.03.003,,,,,,,,,,
551,Freshwater CT,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
552,Freshwater CTPM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
553,Freshwater TS,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
554,Freshwater TSPM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
555,Freshwater PM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
556,OSPW CT,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
557,OSPW CTPM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
558,OSPW TS,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
559,OSPW TSPM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
560,OSPW PM,Process,,,Urban and industrial ecosystems,Permanent marshes,,,,,,,,
562,Below ground biomass,Environmental variable,,,,,,,,,,,,
563,Chlorophyll a fluorenscence,Environmental variable,,,,,,,,,,,,
564,Soil Moisture Content ,Environmental variable,,,,,,,,,,,,
565,Plant Carbon Content ,Environmental variable,,,,,,,,,,,,
566,Plant Nitrogen Content,Environmental variable,,,,,,,,,,,,
567,Plant Phosporus Content ,Environmental variable,,,,,,,,,,,,
568,Carex aquatilis,Taxon,,,,,,,Water sedge,Biomass,Q159025,NCBITaxon:140788,,
570,Establishment of a native bunch grass and an invasive perennial on disturbed land using straw-amended soil,Article,"53.4167, -113.4833",10.1016/j.jenvman.2012.11.001,,,,,,,,,,
573,Soil Carbon content ,Environmental variable,,,,,,,,,,,,
574,Soil nitrogen content ,Environmental variable,,,,,,,,,,,,
575,Soil available ammonia ,Environmental variable,,,,,,,,,,,,
576,Soil available nitrate (NO3),Environmental variable,,,,,,,,,,,,
577,Soil available phosphate (PO4),Environmental variable,,,,,,,,,,,,
578,Soil available potassium (K),Environmental variable,,,,,,,,,,,,
579,Soil pH,Environmental variable,,,,,,,,,,,,
580,Soil Electricity conductivity,Environmental variable,,,,,,,,,,,,
589,"Natural Recovery of Rough Fescue (Festuca hallii (Vasey) Piper) Grassland after Disturbance by Pipeline Construction in Central Alberta, Canada",Article,"51.796, -112.417",10.3375/043.033.0111,,,,,,,,,,
590,Ploughing process,Process,,,Urban and industrial ecosystems,Temperate subhumid grasslands,,,,,,,,
591,Topsoil removal process ,Process,,,Urban and industrial ecosystems,Temperate subhumid grasslands,,,,,,,,
592,Mechanical ecosystem management process,Process,,,Urban and industrial ecosystems,Temperate subhumid grasslands,,,,,,,,
593,Moss and Lichen Cover ,Environmental variable,,,,,,,,,,,,
596,Forb and Shrub Cover,Environmental variable,,,,,,,,,,,,
600,Elymus lanceolatus,Taxon,,,,,,,Thickspike Wheatgrass,Percent Cover,Q5368485,NCBITaxon:86019,,
603,Poa spp ,Taxon,,,,,,,Meadow-grasses,Percent Cover,Q157571,,,
605,"Captive-reared burrowing owls show higher site-affinity, survival, and reproductive performance when reintroduced using a soft-release",Article,"50.09, -120.785",10.1016/j.biocon.2010.12.019,,,,,,,,,,
606,Hard Release,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
607,Soft Release ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
608,Athene cunicularia hypugaea,Taxon,,,,,,,Western burrowing owls,Breeding-season Survival ,Q21361446,NCBITaxon:179004,,
619,Restoration of foothills rough fescue grassland following pipeline disturbance in southwestern Alberta,Article,"49.533, -114.017",10.1016/j.jenvman.2010.08.006,,,,,,,,,,
621,Introduced Graminoids Cover,Environmental variable,,,,,,,,,,,,
623,Topsoil depth,Environmental variable,,,,,,,,,,,,
625,Native Species Cover,Environmental variable,,,,,,,,,,,,
626,Scrubs Cover,Environmental variable,,,,,,,,,,,,
627,Native Graminoids Cover,Environmental variable,,,,,,,,,,,,
628,Introduced Species Cover,Environmental variable,,,,,,,,,,,,
630,Percent Range Health,Environmental variable,,,,,,,,,,,,
631,Pipeline diameter,Environmental variable,,,,,,,,,,,,
632,Fall Pipeline Construction,Environmental variable,,,,,,,,,,,,
633,Winter Pipeline Construction,Environmental variable,,,,,,,,,,,,
634,Trench Only Stripping Method,Environmental variable,,,,,,,,,,,,
635,Festuca ovina,Taxon,,,,,,,Sheep fescue ,,Q157885,NCBITaxon:98750,,
638,Festuca spp.,Taxon,,,,,,,Fescue,,Q157337,NCBITaxon:4605,,
639,Festuca campestris,Taxon,,,,,,,Rough fescue,,Q15477546,NCBITaxon:2071924,,
641,Cirsium arvense,Taxon,,,,,,,Canada thistle ,,Q341600,NCBITaxon:41550,,
645,Rosa acicularis,Taxon,,,,,,,Prickly rose,,Q218368,NCBITaxon:117260,,
646,Symphoricarpos occidentalis,Taxon,,,,,,,Western snowberry,,Q2078043,NCBITaxon:318448,,
647,Danthonia parryi,Taxon,,,,,,,Parry's oatgrass,,Q15502159,NCBITaxon:500236,,
648,"Plant community changes after the reduction of an invasive rangeland weed, diffuse knapweed, Centaurea diffusa",Article,"49.22, -107.53",10.1111/j.1365-2745.2007.01333.x,,,,,,,,,,
655,Bouteloua gracilis,Taxon,,,,,,,Blue Grama,Percent Cover,Q2922605,NCBITaxon:48732,,
656,Antennaria aprica,Taxon,,,,,,,Small-lead Pussytoes,Percent Cover,Q109614456,,,
658,Ratibida columnifera,Taxon,,,,,,,Mexican Hat,Percent Cover,Q7295703,NCBITaxon:53728,,
659,Astragalus lotiflorus,Taxon,,,,,,,Lotus Milkvetch,Percent Cover,Q15518590,NCBITaxon:1981206,,
660,Plantago patagonica,Taxon,,,,,,,Woolly Plantain,Percent Cover,Q5234652,NCBITaxon:197815,,
661,Sphaeralcea coccinea,Taxon,,,,,,,Scarlet Globemallow,Percent Cover,Q3744036,NCBITaxon:1234508,,
662,Selaginella densa,Taxon,,,,,,,Lesser Spikemoss,Percent Cover,Q7447411,NCBITaxon:189551,,
664,Erigeron canadensis,Taxon,,,,,,,Canadian Horseweed,Percent Cover,Q21874197,NCBITaxon:72917,,
666,"Effect of planting season, bunchgrass species, and neighbor control on the success of transplants for grassland restoration",Article,"49.967, -115.7167",0.1111/j.1526-100X.2005.00083.x,,,,,,,,,,
667,Plant material transfer process,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
670,Achnatherum richardsonii,Taxon,,,,,,,Spreading needlegrass,Percent Cover,Q4673858,,,
671,Calamagrostis rubescens,Taxon,,,,,,,Pinegrass,Percent Cover,Q2933450,NCBITaxon:640614,,
672,Semiarid Old-Field Restoratio: Is Neighbor Control Needed?,Article,"49.1833, -107.7167",10.1890/02-5296,,,,,,,,,,
673,Broadcast seeding process,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
674,Drilling seeding process ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
675,Cleaning remainders seeding process ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
676,Native hay seeding process ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
677,Sawdust Mulch Application ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
678,Straw Mulch Application ,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
679,Native Species Cover ,Environmental variable,,,,,,,,,,,,
680,Nonnative Species Cover,Environmental variable,,,,,,,,,,,,
681,Native Seedlings,Environmental variable,,,,,,,,,,,,
682,Standing Crops,Environmental variable,,,,,,,,,,,,
683,Native Species Density,Environmental variable,,,,,,,,,,,,
684,Native Species Survivorship,Environmental variable,,,,,,,,,,,,
691,Koeleria cristata,Taxon,,,,,,,Junegrass,,Q104404149,,,
692,Agropyron dasystachyum,Taxon,,,,,,,Thickspike Wheatgrass,,Q50827074,,,
693,Agropyron smithii,Taxon,,,,,,,Western Wheatgrass,,Q39551241,,,
695,"Contingency Of Grassland Restoration On Year, Site, And Competition From Introduced Grasses",Article,"50.65, -107.9833",10.1890/1051-0761(2003)013[0137:COGROY]2.0.CO;2,,,,,,,,,,
721,Effect of Flea Beetles (Aphthona Nigriscutis) on Prairie Invaded by Leafy Spurge (Euphorbia Esula) in Manitoba,Article,"49.67, -98.80",https://www.jstor.org/stable/23780014,,,,,,,,,,
722,biological fauna control process,Process,,,Temperate subhumid grasslands,Temperate subhumid grasslands,,,,,,,,
724,Litter Frequency,Environmental variable,,,,,,,,,,,,
726,Bare soil frequency,Environmental variable,,,,,,,,,,,,
728,Grass Biomass,Environmental variable,,,,,,,,,,,,
731,Zigadenus elegans,Taxon,,,,,,,Mountain Death Camas,,Q15221394,,,
733,Rhus radicans ,Taxon,,,,,,,Poison Ivy,,Q21877232,,,
734,Euphorbia esula,Taxon,,,,,,,Leafy Sedge ,,Q148882,NCBITaxon:3993,,
